,Name,Price,County,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Battery Range (up to)
114,Nissan QASHQAI 1.5 DSL SV Safety PK 4 4DR,"€15,450",Wexford,Nissan,Qashqai,SV,Medium Trim,2015,"144,163 km",Diesel,Manual,MPV,1.5 litre,110hp,11.9 sec,5,4,Red,Ireland,2,180,May 2023,5/5,Available,,
115,Ford Kuga 1.5 Ecoblue 120PS Titanium,"€34,950",Galway,Ford,Kuga,Titanium,Base Trim,2021,"67,000 km",Diesel,Manual,SUV,1.5 litre,120hp,11.7 sec,5,4,Black,Ireland,1,200,Jan 2025,5/5,Available,,
116,BMW X5 X5 Xdrive30d M Sport,"€79,900",Cork,BMW,X5,M Sport,Sports Trim,2019,"61,413 km",Diesel,Automatic,SUV,3.0 litre,265hp,6.5 sec,5,5,Black,Ireland,---,570,---,---,Available,,
117,Land Rover Range Rover 2.0 Phev HSE Dynamic,"€105,950",Dublin,LAND ROVER,Range Rover,Autobiography,Medium Trim,2021,"18,000 km",Hybrid,Automatic,SUV,2.0 litre,404hp,6.8 sec,5,5,Grey,Ireland,1,150,Apr 2025,5/5,2 Year,13 kWh,
118,Nissan Qashqai nct march 2023 diesel quick sale,"€15,950",Dublin,Nissan,Qashqai,XE,Base Trim,2017,"129,595 km",Diesel,Manual,SUV,1.5 litre,110hp,11.9 sec,5,5,Grey,Ireland,---,180,Mar 2023,5/5,,,
119,161 PINK Fiat 500,"€10,000","South County, Dublin",Fiat,500,POP,Base Trim,2016,"78,000 km",Petrol,Unknown,Hatchback,1.2 litre,69hp,12.9 sec,4,3,White,Ireland,1,190,Jul 2022,---,,,
120,BMW 3 Series Sport 4DR Auto,"€20,990",Kerry,BMW,3-Series,Sport,Medium Trim,2016,"138,004 km",Diesel,Automatic,Saloon,2.0 litre,150hp,8.4 sec,5,4,Black,Ireland,3,200,Aug 2024,5/5,,,
121,2016 NEW SHAPE AUDI A4 AVANT SPORT ULTRA 2.0L,"€18,495",Dublin,Audi,A4,SE,Medium Trim,2016,"109,000 mi",Diesel,Manual,Estate,2.0 litre,150hp,9.2 sec,5,5,Silver,Ireland,1,190,Jan 2023,5/5,3 Month,,
122,Mazda 6 2.2 D Sport 5dr 180ps - 2183cc,No Price,Dublin,Mazda,6,,,2010,"159,722 mi",Diesel,Manual,Hatchback,2.2 litre,,,---,5,Silver,---,4,---,Oct 2022,,,,
123,Opel Corsa Elite 136 PS Electric,"€34,500",Tipperary,Opel,Corsa,Elite,Luxury Trim,2022,10 km,Electric,Automatic,Hatchback,,136hp,7.6 sec,5,4,White,Ireland,1,120,Jul 2026,4/5,3 Year,50 kWh,336 km
124,Ford Focus 2009,"€3,000",Dublin,Ford,Focus,,,2009,"144,000 mi",Diesel,Unknown,Hatchback,1.6 litre,,,5,---,Blue,Ireland,3,200,Mar 2023,,,,
125,Audi A6 2018,"€28,950","Annacotty, Limerick",Audi,A6,SE,Base Trim,2018,"115,000 km",Diesel,Manual,Saloon,2.0 litre,150hp,9.5 sec,5,4,Black,Ireland,1,200,Apr 2024,---,,,
126,SEAT Ibiza 2014,"€7,995","Monaghan Town, Monaghan",SEAT,Ibiza,---,---,2014,"86,000 mi",Petrol,Manual,Hatchback,1.4 litre,---,---,5,3,Black,United Kingdom,4,---,---,---,,,
127,Nissan QASHQAI 1.3 PET SE DCT (auto),"€30,995",Dublin,Nissan,Qashqai,SE,Base Trim,2020,"58,550 km",Petrol,Automatic,MPV,1.3 litre,160hp,8.9 sec,5,4,Red,Ireland,2,270,Jan 2024,5/5,Available,,
128,Bmw 318d MSport,"€6,300","Crossmolina, Mayo",BMW,3-Series,,,2010,"136,166 mi",Diesel,---,Saloon,2.0 litre,,,5,4,Blue,Ireland,3,270,Sep 2022,,,,
129,Ford Focus Zetec Tdci,"€22,900",Mayo,Ford,Focus,---,---,2019,"40,851 mi",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,White,UK,1,---,---,---,,,
130,Nissan Qashqai 2013,"€9,500","North City, Dublin",Nissan,Qashqai,XE,Base Trim,2013,"144,228 km",Diesel,Unknown,Hatchback,1.5 litre,110hp,12.4 sec,5,---,Grey,Ireland,1,270,Feb 2024,---,,,
131,13 Nissan Qashqai 1.6D 130bhp NCT and TAX Warranty,"€8,950",Dublin,Nissan,Qashqai,XE,Base Trim,2013,"89,000 mi",Diesel,Manual,Estate/Jeep,1.6 litre,130hp,10.3 sec,5,4,Grey,Ireland,2,200,May 2023,---,,,
132,"Volkswagen Up!, 2014","€8,700",Dublin,Volkswagen,Up!,TAKE UP,Base Trim,2014,"59,878 mi",Petrol,Automatic,Hatchback,1.0 litre,75hp,13.2 sec,4,5,Black,Ireland,---,180,Apr 2024,5/5,12 Month,,
133,Nissan QASHQAI 2019 (191) Nissan Qashqai 1.5 DCI,"€24,950",Limerick,Nissan,Qashqai,---,---,2019,"67,000 mi",Diesel,Manual,SUV,1.5 litre,---,---,---,5,Blue,UK,---,---,Mar 2024,---,12 Month,,
134,2011 AUDI A4,"€4,999",Dublin,Audi,A4,SE,Medium Trim,2011,"181,000 mi",Diesel,Manual,Saloon,2.0 litre,143hp,9.4 sec,5,4,Silver,Ireland,1,280,Dec 2021,---,,,
135,Hyundai i30 1.6 Crdi Very Low Mileage Estate,"€5,950",Kerry,Hyundai,i30,Classic,Base Trim,2011,"92,000 mi",Diesel,Manual,Estate,1.6 litre,90hp,14.9 sec,5,4,Red,Ireland,3,200,May 2023,---,Available,,
136,Car,"£25,000","Lisburn, Antrim",Subaru,Impreza,,,1997,"129,000 km",Petrol,Manual,Coupe,2.0 litre,,,5,2,White,Northern Ireland,1,---,---,,,,
137,Volkswagen Golf Plus,"€3,000","Athlone, Westmeath",Volkswagen,Golf,,,2006,"110,000 km",Petrol,Manual,Hatchback,1.4 litre,,,5,5,Silver,Ireland,1,385,Mar 2023,,,,
138,Volkswagen Passat Estate Highline 2.0 TDI 140BHP,"€9,750",Kerry,Volkswagen,Passat,COMFORTLINE,Medium Trim,2014,"189,240 mi",Diesel,Manual,Estate,2.0 litre,140hp,10.0 sec,5,5,White,Ireland,1,200,Sep 2023,5/5,Available,,
139,2015 Volkswagen Polo RLine automatic 1.2 petrol,"€12,950",Monaghan,Volkswagen,Polo,Comfortline,Medium Trim,2015,"167,000 km",Petrol,Automatic,Hatchback,1.2 litre,90hp,11.4 sec,5,5,Black,Ireland,1,190,Jun 2023,5/5,Available,,
140,Renault Clio 1.2 Petrol  new Nct,"€3,950",Kerry,Renault,Clio,,,2010,"146,000 mi",Petrol,Manual,Hatchback,1.1 litre,,,---,5,Black,Ireland,1,280,Aug 2022,,Available,,
141,BMW X3 F25 X3 Sdrive18d SE B47 2.0d,"€39,900",Cork,BMW,X3,SE,Base Trim,2018,"45,052 km",Diesel,Automatic,SUV,2.0 litre,150hp,9.8 sec,5,5,Blue,Ireland,---,280,---,5/5,Available,,
142,Volkswagen Tiguan Comfortline 2.0tdi 150BHP,"€33,500",Kerry,Volkswagen,Tiguan,Comfortline,Medium Trim,2019,"83,200 km",Diesel,Manual,SUV,2.0 litre,150hp,9.3 sec,5,5,Blue,Ireland,1,270,Feb 2023,---,12 Month,,
143,"Peugeot 208 Access 1.2 4DR, 2014","€8,000",Cork,Peugeot,208,Access,Base Trim,2014,"110,831 km",Petrol,Manual,Hatchback,1.2 litre,82hp,14.0 sec,5,4,Red,Ireland,2,190,Jun 2024,5/5,,,
144,Mazda CX-5 Executive 2.0 Litre Petrol 165BHP,"€17,950",Kerry,Mazda,CX-5,Executive,Base Trim,2016,"52,301 km",Petrol,Manual,SUV,2.0 litre,165hp,9.2 sec,5,5,Grey,Ireland,1,280,Jul 2022,---,Available,,
145,Volkswagen Tiguan Allspace R Line 2.0 TDI 150 BHP,"€46,950",Kerry,Volkswagen,Tiguan Allspace,R-Line,Luxury Trim,2019,"24,700 km",Diesel,Automatic,SUV,2.0 litre,150hp,9.3 sec,7,5,Grey,Ireland,1,280,---,---,Available,,
146,SEAT Ateca Petrol 1.5tsi 150 BHP SE Plus,"€29,500",Kerry,SEAT,Ateca,SE Plus,Medium Trim,2020,"47,500 km",Petrol,Manual,SUV,1.5 litre,150hp,8.5 sec,5,5,Grey,Ireland,1,270,Feb 2024,5/5,Available,,
147,Volkswagen Golf Highline 1.6 TDI 105BHP Automatic,"€6,750",Kerry,Volkswagen,Golf,,,2010,"240,500 km",Diesel,Automatic,Hatchback,1.6 litre,,,---,5,Grey,Ireland,5,270,Mar 2023,,Available,,
148,Volkswagen ID.4 1ST MAX 20 204HP 77kwh Battery,"€59,500",Kerry,Volkswagen,ID.4,1st,Base Trim,2021,"30,100 km",Electric,Automatic,SUV,,204hp,8.5 sec,5,5,Blue,Ireland,1,120,Mar 2025,---,3 Year,77 kWh,500 km
149,AUDI A6 S-LINE ULTRA AUTOMATIC,"€33,000","Ennis, Clare",Audi,A6,S Line,Sports Trim,2017,"86,000 km",Diesel,Automatic,Saloon,2.0 litre,190hp,8.2 sec,5,4,White,Ireland,---,180,Apr 2024,---,,,
150,Volkswagen Tiguan Highline 2.0tdi 150BHP,"€35,950",Kerry,Volkswagen,Tiguan,Highline,Luxury Trim,2019,"114,001 km",Diesel,Manual,SUV,2.0 litre,150hp,9.3 sec,5,5,Grey,Ireland,1,270,Feb 2023,---,12 Month,,
151,Hyundai Kona Comfort,"€19,897",Cork,Hyundai,Kona,Comfort,Base Trim,2019,"41,260 km",Petrol,Manual,Crossover,1.0 litre,120hp,12.0 sec,5,5,Black,Ireland,2,270,Mar 2023,5/5,2 Year,,
152,Ford Puma Titanium (price Incl E2000 Scrappage),"€24,495",Dublin,Ford,Puma,Titanium,Base Trim,2021,"53,660 km",Hybrid,Manual,MPV,1.0 litre,125hp,9.8 sec,5,4,Grey,Ireland,1,200,Jun 2025,5/5,Available,---,
153,Vauxhall Astra 2007,€900,"Mallow, Cork",Vauxhall,Astra,,,2007,"90,000 mi",Petrol,Unknown,Hatchback,1.4 litre,,,4,3,Red,Ireland,4,---,Jun 2022,,,,
154,Nissan QASHQAI XE 1.5 Diesel 1 Owner,"€20,950",Kerry,Nissan,Qashqai,XE,Base Trim,2018,"93,500 km",Diesel,Manual,MPV,1.5 litre,110hp,11.9 sec,5,5,Red,Ireland,1,180,Feb 2024,5/5,Available,,
155,Volkswagen Tiguan Life 2.0tdi 122BHP,"€38,500",Kerry,Volkswagen,Tiguan,---,---,2021,"42,700 km",Diesel,Manual,SUV,1.0 litre,---,---,---,5,Silver,Ireland,1,200,---,---,Available,,
156,Volkswagen Golf GTD 2.0tdi 184BHP 3 Door,"€33,500",Kerry,Volkswagen,Golf,GTD,Sports Trim,2018,"101,500 km",Diesel,Manual,Hatchback,2.0 litre,184hp,7.5 sec,5,3,Grey,Ireland,1,270,Mar 2024,5/5,12 Month,,
157,Honda Civic Smart Plus 1.0 Petrol 124BHP,"€23,950",Kerry,Honda,Civic,Smart,Base Trim,2019,"54,502 km",Petrol,Manual,Hatchback,1.0 litre,126hp,10.8 sec,5,5,Red,Ireland,1,190,Jan 2023,5/5,Available,,
158,Volkswagen Tiguan Highline 2.0tdi 150BHP Automatic,"€33,950",Kerry,Volkswagen,Tiguan,Highline,Luxury Trim,2017,"110,000 km",Diesel,Automatic,SUV,2.0 litre,150hp,9.3 sec,5,5,Silver,Ireland,1,270,Feb 2023,5/5,12 Month,,
159,Volkswagen Tiguan 4 Motion Auto Comfortline 2.0td,"€26,950",Kerry,Volkswagen,Tiguan,Comfortline,Medium Trim,2016,"143,600 km",Diesel,Automatic,SUV,2.0 litre,150hp,9.3 sec,5,5,Silver,Ireland,1,390,Oct 2024,5/5,Available,,
160,Volkswagen Tiguan Comfortline 2.0 TDI 115BHP BMT,"€26,500",Kerry,Volkswagen,Tiguan,Comfortline,Medium Trim,2017,"130,600 km",Diesel,Manual,SUV,2.0 litre,115hp,10.9 sec,5,4,Red,Ireland,2,270,Jan 2023,5/5,Available,,
161,"2016 Toyota Hybrid Aqua C "" Immaculate""","€11,950",Clare,Toyota,Aqua,---,---,2016,"131,000 km",Petrol Hybrid,Automatic,Hatchback,1.5 litre,---,---,5,5,Black,Ireland,1,170,Jul 2024,---,6 Month,---,
162,Hyundai Tucson 4WD Comfort Plus PHEV Auto,"€36,900","Naas, Kildare",Hyundai,Tucson,Comfort Plus,---,2021,"21,500 km",Petrol Plug-in Hybrid,Automatic,SUV,1.6 litre,265hp,8.0 sec,5,5,Grey,Ireland,1,140,Jul 2025,---,,13.8 kWh,62 km
163,***Toyota Corolla ae82 GT***,"€15,000","Donegal Town, Donegal",Toyota,Corolla,,,1985,113 mi,Petrol,---,Hatchback,1.6 litre,,,5,---,Silver,Ireland,1,---,---,,,,
164,Volkswagen Tiguan 2.0 TDI 150HP Comfortline,"€33,995",Donegal,Volkswagen,Tiguan,Comfortline,Medium Trim,2019,"35,580 mi",Diesel,Manual,SUV,2.0 litre,150hp,9.3 sec,5,5,Grey,Ireland,1,270,Jan 2023,---,12 Month,,
165,Volkswagen Golf 1.0tsi Comfortline 115BHP Petrol,"€24,300",Cork,Volkswagen,Golf,Comfortline,Medium Trim,2019,"53,000 km",Petrol,Manual,Hatchback,1.0 litre,115hp,9.8 sec,5,5,Grey,Ireland,2,190,May 2023,---,Available,,
166,Nissan X-Trail 7 Seater 4X4 Finance Available,"€31,999",Donegal,Nissan,X-Trail,---,---,2019,"48,000 mi",Diesel,Manual,SUV,1.7 litre,---,---,7,5,White,Ireland,1,280,Jan 2023,---,12 Month,,
167,2018  BMW 520d G30 M Sport M Performance,"€35,990",Dublin,BMW,5-Series,---,---,2018,"83,000 mi",Diesel,Automatic,Saloon,2.0 litre,---,---,5,4,Blue,Ireland,---,---,---,---,Available,,
168,Lexus is250 sport,"€7,500","Castlebar, Mayo",Lexus,IS,,,2006,"165,000 km",Petrol,Manual,Saloon,2.5 litre,,,5,4,Black,Ireland,4,1080,Feb 2023,,,,
169,Dacia Sandero Stepway 1.5DCI,"€7,250","Drogheda, Louth",Dacia,Sandero,STEPWAY ALTERNATIVE,Base Trim,2015,"98,000 km",Diesel,Manual,Hatchback,1.5 litre,90hp,11.8 sec,5,4,White,Ireland,4,190,Sep 2023,4/5,,,
170,2019 AUDI A6 2.0 TDI 40 S-LINE 204 BHP,"€43,950",Longford,Audi,A6,S Line,Sports Trim,2019,"85,000 mi",Diesel,Automatic,Saloon,2.0 litre,204hp,8.1 sec,5,4,Black,UK,---,---,---,5/5,,,
171,Audi A6 Sline Black Edition,"€21,950","Kilkenny City, Kilkenny",Audi,A6,Black Edition,Sports Trim,2017,"289,000 km",Diesel,Automatic,Saloon,2.0 litre,190hp,8.2 sec,5,4,Black,Ireland,1,200,Jan 2023,5/5,,,
172,Fiat Panda 2007,"€1,350","South City, Dublin",Fiat,Panda,,,2007,"120,000 km",Petrol,Manual,Hatchback,1.1 litre,,,5,5,Blue,Ireland,4,330,Nov 2023,,,,
173,BMW 3-Series Luxury XDrive 2017,"€18,500","Athlone, Westmeath",BMW,3-Series,Luxury,Luxury Trim,2017,"148,000 mi",Diesel,Automatic,Estate/Jeep,2.0 litre,190hp,7.6 sec,5,4,Black,Ireland,1,270,Mar 2023,5/5,,,
174,Toyota C-HR C-hr 1.8 Hybrid Sport,"€35,945",Dublin,Toyota,C-HR,Sport,Base Trim,2022,"17,000 km",Hybrid,Automatic,SUV,1.8 litre,122hp,11.0 sec,5,4,Blue,Ireland,1,190,Mar 2026,5/5,Available,---,
175,BMW 3-Series 2011,"€7,950","Baltinglass, Wicklow",BMW,3-Series,EFFICIENTDYNAMICS,Medium Trim,2011,"133,000 mi",Diesel,Manual,Saloon,2.0 litre,163hp,8.0 sec,5,4,Black,Ireland,---,190,Apr 2022,---,,,
176,Audi a6 c8 40 (new style),"€32,000","Midleton, Cork",Audi,A6,SE,Base Trim,2018,"169,500 km",Diesel,Automatic,Saloon,2.0 litre,204hp,8.1 sec,5,4,Grey,Ireland,---,190,Oct 2022,5/5,,,
177,BMW 4 Series 420 I F36 M Sport Gran Coupe 4DR A,"€25,950",Galway,BMW,4-Series,M Sport,Sports Trim,2016,"99,777 km",Petrol,Automatic,Coupe,2.0 litre,184hp,7.3 sec,5,2,Blue,Ireland,1,390,---,---,Available,,
178,1989 BMW 325i SPORT,"€27,950","Oranmore, Galway",BMW,3-Series,,,1989,"133,000 mi",Petrol,---,Saloon,2.5 litre,,,5,---,Grey,Ireland,5,1080,May 2024,,,,
179,Ford Fiesta Titanium 1.1l 85 PS,"€16,500",Dublin,Ford,Fiesta,Titanium,Medium Trim,2019,"70,000 km",Petrol,Manual,Hatchback,1.1 litre,85hp,14.0 sec,5,4,Red,Ireland,1,200,Jan 2023,5/5,Available,,
180,Opel Corsa 5 DR Hatch-sc-1.2i 75ps S/s-,"€17,950",Dublin,Opel,Corsa,SC,Base Trim,2020,"8,933 km",Petrol,Manual,Hatchback,1.2 litre,75hp,13.2 sec,5,4,White,Ireland,3,180,Jul 2024,4/5,Available,,
181,Ford mondeo READ ADD,€650,Laois,Ford,Mondeo,,,2008,"250,000 km",Diesel,Manual,Saloon,1.8 litre,,,5,4,Grey,Ireland,3,390,Jan 2023,,,,
182,Hyundai i40  sale Agreed  1.7 Diesel Executive,"€19,995",Donegal,Hyundai,i40,Executive,Medium Trim,2018,"55,750 km",Diesel,Manual,Saloon,1.7 litre,115hp,12.4 sec,5,4,Grey,Ireland,3,200,Jul 2022,5/5,Available,,
183,Vw Tiguan 2.0TDI 110bhp (cheapest online/low tax),"€7,800","North County, Dublin",Volkswagen,Tiguan,BLUEMOTION TREND &amp; FUN,Base Trim,2012,"293,000 km",Diesel,Manual,SUV,2.0 litre,110hp,11.9 sec,5,4,Blue,Ireland,1,280,Mar 2023,---,,,
184,Audi A4 2.0 TDI TECHNIK 136PS 4DR,"€9,000","Ennis, Clare",Audi,A4,---,Base Trim,2012,"157,000 mi",Diesel,Manual,Saloon,2.0 litre,136hp,9.3 sec,5,4,Silver,Ireland,---,200,May 2023,---,,,
185,2013 Mercedes bclass (12 months warranty),"€10,495",Wexford,Mercedes-Benz,B-Class,Sport,Sports Trim,2013,"132,199 km",Diesel,Manual,MPV,1.8 litre,109hp,10.3 sec,5,5,Red,Ireland,1,270,Aug 2023,---,,,
186,Suzuki Ignis 1.5 5DR Auto,"€2,450",Wexford,Suzuki,Ignis,,,2007,"153,490 km",Petrol,Automatic,Hatchback,1.5 litre,,,---,5,Red,Ireland,4,413,May 2021,,Available,,
187,Hyundai Tucson Comfort 1.7crdi,"€21,995",Tipperary,Hyundai,Tucson,Comfort,Base Trim,2017,"66,000 km",Diesel,Manual,SUV,1.7 litre,115hp,13.7 sec,5,5,Blue,Ireland,1,200,Jan 2023,5/5,6 Month,,
188,Skoda Octavia 2017 €12000 ONO,"€12,550","Belturbet, Cavan",Skoda,Octavia,Ambition,Medium Trim,2017,"283,624 km",Diesel,Manual,Estate,1.6 litre,115hp,10.2 sec,5,4,Grey,Ireland,2,190,Apr 2023,5/5,,,
189,Volkswagen Polo Cross 1.2 petrol Low Miles New NCT,"€9,400","South County, Dublin",Volkswagen,Polo,CROSS,Luxury Trim,2012,"50,475 mi",Petrol,Manual,Hatchback,1.2 litre,70hp,14.9 sec,5,4,Silver,Ireland,3,280,Jul 2023,5/5,,,
190,Lexus NX300H F Sport,"€28,990","North County, Dublin",Lexus,NX,Executive,Medium Trim,2015,"118,788 mi",Petrol Hybrid,Automatic,SUV,2.5 litre,197hp,9.3 sec,5,5,Grey,Ireland,---,270,May 2023,5/5,,---,
191,2013 Mercedes CLS 250 AMG Huge Spec Sunroof,"€15,750","Prosperous, Kildare",Mercedes-Benz,CLS-Class,SPORT,Base Trim,2013,---,Diesel,Automatic,Coupe,2.1 litre,204hp,7.5 sec,4,4,Red,Ireland,1,280,Jan 2024,---,,,
192,2013 Peugeot 3008 (warranty + new nct),"€6,995",Wexford,Peugeot,3008,Active,Medium Trim,2013,"169,000 km",Diesel,Manual,Hatchback,1.6 litre,115hp,12.2 sec,5,5,Grey,Ireland,---,270,Aug 2023,5/5,Available,,
193,Toyota Corolla 2004,"€1,950",Cork,Toyota,Corolla,,,2004,"205,990 km",Petrol,Manual,Hatchback,1.4 litre,,,5,5,Black,Ireland,3,385,Mar 2023,,,,
194,Toyota Yaris Hybrid Luna // Rear Camera // Toyota,"€24,945",Dublin,Toyota,Yaris,Luna,Medium Trim,2022,"15,000 km",Hybrid,Automatic,Hatchback,1.5 litre,116hp,9.7 sec,5,4,Grey,Ireland,1,160,Mar 2026,5/5,Available,---,
195,2016 Opel Corsa 1.4(12 months warranty),"€8,950",Wexford,Opel,Corsa,Excite,Medium Trim,2016,"106,128 km",Petrol,Manual,Hatchback,1.4 litre,90hp,13.2 sec,5,5,Black,Ireland,3,200,Jan 2024,4/5,,,
196,"Volkswagen Polo, 2018 BREAKING FOR PARTS","€1,234",Armagh,Volkswagen,Polo,---,---,2018,---,Petrol,Manual,Hatchback,1.0 litre,---,---,---,5,White,UK,---,---,---,---,,,
197,2015 Volskwagen golf (12 months warranty),"€12,650",Wexford,Volkswagen,Golf,BLUEMOTION,Base Trim,2015,"206,100 km",Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Silver,Ireland,2,180,Jul 2023,---,Available,,
198,Ford Kuga Zetec1.5 Tdci 120 BHP Finance Available,"€22,495",Donegal,Ford,Kuga,Titanium,Base Trim,2018,"67,000 mi",Diesel,Manual,SUV,1.5 litre,120hp,12.7 sec,5,5,White,Ireland,1,200,Feb 2024,5/5,6 Month,,
199,Audi A6 S-line Black Edition Ultra,"€31,500",Limerick,Audi,A6,SE,Base Trim,2017,"65,000 mi",Diesel,Automatic,Saloon,2.0 litre,150hp,9.6 sec,5,4,Black,Ireland,2,200,Feb 2023,5/5,Available,,
200,Nissan QASHQAI 1.5d SV,"€19,995",Cork,Nissan,Qashqai,SV,Medium Trim,2017,"148,000 km",Diesel,Manual,SUV,1.5 litre,110hp,11.9 sec,5,4,Grey,Ireland,2,180,Jan 2023,5/5,12 Month,,
201,BMW 520 SE auto ***sunroof ***,"€19,950",Mayo,BMW,5-Series,SE,Base Trim,2015,"80,000 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,7.7 sec,5,4,Grey,Ireland,1,190,May 2023,---,,,
202,2006 Volkswagen Golf,"€1,850",Dublin,Volkswagen,Golf,,,2006,"252,416 km",Petrol,Manual,Hatchback,1.6 litre,,,5,5,Blue,Ireland,3,514,Mar 2023,,,,
203,SCRAP / UNWANTED VEHICLES BOUGHT BEST PRICE 100%,"€1,234","North County, Dublin",Nissan,Micra,,,2005,"548,484 km",Petrol,Manual,Hatchback,1.0 litre,,,5,5,Silver,Ireland,6,199,May 2022,,,,
204,Skoda SCALA 1.0TSI 115BHP DSG,"€22,950",Cork,Skoda,SCALA,Ambition,Medium Trim,2020,"22,200 mi",Petrol,Automatic,Hatchback,1.0 litre,110hp,9.8 sec,5,5,Grey,Ireland,---,200,Jul 2024,5/5,12 Month,,
205,2011 Opel Astra 1.7tdi,"€3,500",Monaghan,Opel,Astra,---,---,2011,"199,550 mi",Diesel,---,Hatchback,1.7 litre,---,---,---,---,Blue,Ireland,2,200,May 2023,---,,,
206,Volkswagen Tiguan 2.0 TDI 115HP BMT Comfortline,"€26,995",Louth,Volkswagen,Tiguan,Comfortline,Medium Trim,2018,"90,250 km",Diesel,Manual,SUV,2.0 litre,115hp,10.9 sec,5,5,Black,Ireland,2,270,Jan 2024,5/5,12 Month,,
207,132 Honda Civic 1.6 Diesel,"€8,995",Waterford,Honda,Civic,SE,Base Trim,2013,"207,000 km",Diesel,Manual,Hatchback,1.6 litre,120hp,10.5 sec,5,5,White,Ireland,1,180,May 2024,5/5,3 Month,,
208,Vauxhall Corsa 2010,"€3,700","Kilmallock, Limerick",Vauxhall,Corsa,,,2010,"104,832 km",Petrol,Manual,Hatchback,1.0 litre,,,5,3,Red,Ireland,3,280,Aug 2023,,,,
209,Hyundai Tucson 1.6 Diesel Executive Plus,"€31,950",Kildare,Hyundai,Tucson,Executive Plus,Medium Trim,2019,"72,000 km",Diesel,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,Olivine Grey,Ireland,3,270,---,5/5,Available,,
210,2003 Toyota Corolla,"€1,000","Waterford City, Waterford",Toyota,Corolla,,,2003,"173,600 mi",Petrol,Manual,Saloon,1.4 litre,,,5,4,Black,Ireland,4,385,Feb 2023,,,,
211,Kia Stonic 1.0 PE,"€24,710",Dublin,KIA,Stonic,---,---,2023,0 km,Petrol,Manual,SUV,1.0 litre,---,---,---,5,Black,Other,---,---,---,---,,,
212,Citroen Grand C4 Picasso,"€4,600","Roscrea, Tipperary",Citroen,C4 Picasso,PLATINUM,Luxury Trim,2013,"171,000 mi",Diesel,Manual,MPV,1.6 litre,110hp,12.8 sec,7,5,Blue,Ireland,---,280,Jul 2023,---,,,
213,Audi A6 3.0 TDI SLINE Qautrro Bi-Turbo,"€21,500",Dublin,Audi,A6,S LINE,Sports Trim,2014,"145,000 mi",Diesel,Automatic,Saloon,3.0 litre,313hp,5.1 sec,5,4,Grey,Ireland,3,570,May 2024,5/5,,,
214,BMW 520D SE Business Edition leather / sat nav,"€7,950",Dublin,BMW,5-Series,,,2010,"155,000 mi",Diesel,---,Saloon,2.0 litre,,,---,4,Grey,Ireland,1,270,Jan 2023,,Available,,
215,Nissan NOTE 1.2 Litre Petrol Hybrid,"€14,995",Galway,Nissan,Note,SV,Medium Trim,2017,"114,615 km",Hybrid,Automatic,Hatchback,1.2 litre,98hp,12.2 sec,5,5,White,Ireland,---,190,---,4/5,Available,---,
216,2008 Audi R8 V8 4.2 Manual New Nct,"€59,950",Wexford,Audi,R8,,,2008,"70,000 mi",Petrol,Manual,Coupe,4.2 litre,,,---,2,Grey,Ireland,2,---,Jun 2023,,,,
217,"Volkswagen T-Roc, 2018 petrol","€23,500",Westmeath,Volkswagen,T-Roc,Design,Medium Trim,2018,"39,925 km",Petrol,Manual,SUV,1.0 litre,115hp,10.1 sec,5,5,Grey,Ireland,---,---,May 2024,---,,,
218,"Nissan Qashqai,  XE 1.5 DSL, 5DR 2014","€11,900",Kilkenny,Nissan,Qashqai,XE,Base Trim,2014,"169,055 km",Diesel,Manual,Hatchback,1.5 litre,110hp,11.9 sec,5,4,Brown,Ireland,2,180,Mar 2024,5/5,3 Month,,
219,Toyota Prius Alfa 7 seats !!!!reduced to sell quic,"€16,700","North City, Dublin",Toyota,Prius,---,Base Trim,2015,"150,000 km",Petrol Hybrid,Automatic,MPV,1.8 litre,136hp,11.3 sec,7,5,Black,Ireland,1,150,Dec 2023,---,,---,
220,Ford Kuga 2.0tdci 120PS Titanium,"€16,900",Cork,Ford,Kuga,Titanium,Luxury Trim,2016,"144,800 km",Diesel,Manual,SUV,2.0 litre,120hp,12.0 sec,5,4,Red,Ireland,2,200,Feb 2024,5/5,Available,,
221,LOVELY AUDI A6 SE EXECUTIVE ULTRA 190BHP 2018,"€28,950",Sligo,Audi,A6,SE,Base Trim,2018,"100,000 mi",Diesel,Manual,Saloon,2.0 litre,190hp,8.4 sec,5,4,Black,Ireland,1,200,Jan 2024,---,12 Month,,
222,HI SPEC VW PASSAT CC GT SPORT 2.0TDI 140BHP 2015,"€15,950",Sligo,Volkswagen,CC,SPORT,Sports Trim,2015,"120,000 mi",Diesel,Manual,Coupe,2.0 litre,140hp,9.8 sec,5,4,Black,Ireland,3,200,May 2023,---,12 Month,,
